主題,媒體,民國年,時間,金額,執行單位,行政部會,備註
防範森林火災宣導,報紙(新新聞報、台灣時報、中華日報、更生日報、青年日報、聯合報、東方報、聯統日報),102,10-12月,156460,林務局,農委會,
防範森林火災宣導,網路(奇集集生活萬用網、社群網路-Facebook）,102,10-12月,50000,林務局,農委會,
防範森林火災宣導,電視（世新）,102,12月,5438,林務局,農委會,
林業相關宣導（網路官網連結、自然生態保育宣導）,雜誌(主計月刊、中華林學會會刊),102,11-12月,68500,林務局,農委會,
林業相關宣導（網路官網連結、自然生態保育宣導）,廣播(正聲),102,10-12月,36600,林務局,農委會,
林業相關宣導（網路官網連結、自然生態保育宣導）,電視(洄瀾有線電視),102,10-12月,90000,林務局,農委會,
林業相關宣導（網路官網連結、自然生態保育宣導）,網路(今日新聞網、中晨新聞網),102,10-11月,6391,林務局,農委會,
國家森林遊樂區、平地森林園及自然教育中心活動宣導,報紙(台灣新生報）,102,12月28日,30000,林務局,農委會,
國家森林遊樂區、平地森林園及自然教育中心活動宣導,雜誌(中華林學會會刊、旅展專刊),102,10-12月,80000,林務局,農委會,
國家森林遊樂區、平地森林園及自然教育中心活動宣導,廣播（飛碟聯播網）,102,12月,18095,林務局,農委會,
農信保專為農漁民及農企業作保,"新漁業雜誌
(廣告宣導)",102,11月,10000,財團法人農業信用保證基金,農委會,
農信保是農漁民的好朋友,"廣播媒體30秒廣告
(每日、建國、神農、民立等電台)",102,10-12月,174375,財團法人農業信用保證基金,農委會,
102年新社花海活動,廣播20秒口播廣告(全國廣播),102,11-12月,50000,種苗改良繁殖場,農委會,
102年新社花海活動,網路(花海官網、社群網站：FACEBOOK),102,10~12月,70000,種苗改良繁殖場,農委會,
102年新社花海活動,網路(花海官網、社群網站：FACEBOOK、Youtube連結),102,10~12月,250000,種苗改良繁殖場,農委會,
